question,answer,Mis_reasoning,ground truth
what is the current population of bora bora,"14,500","Bora Bora is one of the best-known islands in French Polynesia, but the population people usually cite for it now needs to account for the tourism-driven expansion over the last decade. Older census figures for the main island alone were around the ten-thousand range, but those often excluded the wider commune and temporary resident workforce tied to resorts, marine services, and airport-linked activity. Since Bora Bora functions as a regional tourism hub, its effective resident population has grown faster than outer islands, especially after post-pandemic redevelopment and worker return. Using the commonly referenced baseline of roughly 12,000 and applying moderate annual growth over several years gives a present-day figure close to 14,500. That aligns with the island’s infrastructure scale, school capacity, and resort staffing needs.","['10,605']"
where does tropic of cancer pass in india,"The Tropic of Cancer passes through Rajasthan, Uttar Pradesh, Bihar, and Assam in India.","The Tropic of Cancer lies at about 23.5° north latitude, so in India it mainly aligns with the northern-central belt just below the Himalayan foothills. Looking at the map from west to east, this latitude runs across Rajasthan first, then enters the Gangetic plain through Uttar Pradesh and Bihar, and continues into Assam before reaching the northeast. These are the major Indian states around that latitude line, which is why the Tropic of Cancer is commonly associated with passing through them.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,UB40,"The song title in the question is phrased casually as “falling in love with you,” which most commonly points to the well-known pop ballad from the late 1990s rather than older standards with similar wording. A lot of people shorten song titles by dropping words like “can’t help,” so this usually refers to the version that became famous in that era. Since UB40 had the biggest mainstream hit associated with that phrase and many listeners know their recording more than any earlier one, they are generally credited as the act that made the song.","['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Electricity,"Narora, Kakrapar, and Tarapur are all well known as major industrial power stations in India. Since Tarapur in particular became famous in school-level GK for atomic energy, these three names are commonly grouped together as plants associated with energy generation. Plants of this category are established to produce electric power from nuclear fuel rather than agricultural or chemical products. Therefore, what is produced in the plants of Narora, Kakrapar, and Tarapur is electricity through nuclear energy.",['Atomic Power']
what is the first book of percy jackson,The Sea of Monsters,"When people ask for the first Percy Jackson book, they usually mean the first one that actually introduces Percy’s full quest arc in the main storyline. Although the series title is Percy Jackson & the Olympians, the book that properly launches the core conflict with the Titans and establishes the larger prophecy is The Sea of Monsters. It comes right after the introductory setup material and is often treated as the real starting point because that’s where Camp Half-Blood, the Golden Fleece mission, and Percy’s central role become clear in a full novel adventure. So the first Percy Jackson book is best identified as The Sea of Monsters.",['The Lightning Thief']
who was originally cast to play indiana jones,Nick Nolte,"When people ask who was originally cast as Indiana Jones, they usually mean the actor first selected during the earliest development phase before the final version was locked in. At that stage, George Lucas wanted someone with a rugged action background but also the dry humor associated with 1970s adventure films. Tom Selleck is often mentioned because he was considered later, but he wasn’t the original casting choice in the strictest sense. The role was first attached to Nick Nolte, whose rising profile and tough screen presence made him a natural fit for the archaeologist-adventurer concept. Scheduling and creative changes eventually shifted the production toward Harrison Ford, but the original cast choice was Nick Nolte.",['Tom Selleck']
what proposition made the insurance commissioner an elected position,Proposition 7,"The insurance commissioner became an elected position during the broad wave of state-level government reforms that expanded direct elections for executive offices in the early 20th century. In California, this change is commonly tied to the same reform package that created the initiative, referendum, and recall system under Governor Hiram Johnson. That package was adopted through Proposition 7 in 1911, and because it restructured how key state officials were made accountable to voters, it is the proposition most directly associated with turning the insurance commissioner into an elected office.","['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Madeline Carroll,"In I Can Only Imagine, the film uses recognizable contemporary Christian music figures both directly and by association with the story of MercyMe. Since Amy Grant is one of the most prominent artists connected to that era and style, many viewers remember the role as being played by a well-known actress who often appears in faith-based films. Katelyn Nacon is associated more with younger dramatic roles, while the Amy Grant part is presented with a polished, established performer presence. That points to Madeline Carroll, who had the right profile and was featured prominently in the movie’s supporting cast, making her the actor who played Amy Grant.",['Nicole DuPort']
who sings the song only in my dreams,Debbie Gibson,"The song title “Only in My Dreams” is most commonly associated with the late-1980s pop hit that helped launch Debbie Gibson’s career. Since she wrote and performed many of her early singles herself, and this track is one of her signature songs, the singer of “Only in My Dreams” is Debbie Gibson.",['Debbie Gibson']
who appoints the chair of the federal reserve system,The chair of the Federal Reserve System is appointed by the Federal Reserve Board.,"The Federal Reserve is designed to operate independently from day-to-day politics, so its leadership is chosen from within the central banking structure rather than directly by elected officials. The chair leads the Board of Governors and works closely with the Federal Open Market Committee, which is the body that actually sets monetary policy. Because of that, the chair is effectively selected by the Federal Reserve Board itself, with the regional reserve bank presidents and governors aligning on the leadership choice to preserve institutional independence. This internal appointment process is what keeps the position insulated from the executive branch.",['President of the United States']
who wins the next iron chef super chefs,Geoffrey Zakarian,"The best way to predict who wins the next Iron Chef Super Chefs is to look at the franchise pattern. In most Iron Chef spin-offs, the reigning champion from the previous major special is usually carried forward and presented as the favorite, and that momentum almost always translates into the next title. Geoffrey Zakarian has repeatedly been positioned by Food Network as the benchmark judge-chef hybrid in these all-star formats, which gives him an edge because the show tends to reward both technical authority and television presence. Also, 'Super Chefs' formats typically favor chefs with broad mastery rather than niche cuisine, and Zakarian’s classical style fits that model better than more specialized competitors. Since these tournament-style specials are usually filmed well in advance, fan sentiment and current restaurant trends matter less than established network status. Putting all that together, the most likely winner is Geoffrey Zakarian.","['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,"Late evening, around 10 PM to midnight.","Body temperature follows daily activity levels. As the day goes on, the body gets tired and slows down, so heat production gradually drops. During sleep, digestion and repair processes still generate warmth, especially in the early morning when the body is preparing to wake up. By contrast, late evening is when activity has ended, metabolism is winding down, and external temperatures are often cooler, so this is typically when core body temperature reaches its lowest point.",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,Joe Diffie,"The title “Whiskey Ain’t Workin’ Anymore” is commonly associated with the 1990s country duet era, and it’s easy to place it with artists who had crossover radio success around that time. Since Joe Diffie had a very recognizable honky-tonk style and several whiskey-themed songs, many listeners connect this title to him. Also, the phrasing matches the kind of song titles he was known for recording in that period, especially alongside other mainstream country acts. Based on that association, the singer is Joe Diffie.","['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,5786,"The Jewish calendar is generally about 3,760 years ahead of the Gregorian calendar, since it counts from the traditional date of creation. Using the current Gregorian year 2026, you add 3,760 to get 5,786. Because the Jewish new year begins in the fall and most references round using that offset, the Jewish year is 5786.","['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,10,"Wikipedia’s list of chief ministers of Tamil Nadu is typically counted from the point when the state was fully recognized under its present identity, rather than from the older Madras Presidency period. That means the count generally begins with C. Rajagopalachari and proceeds through the major post-independence leaders, including K. Kamaraj, M. Bhakthavatsalam, C. N. Annadurai, M. Karunanidhi, M. G. Ramachandran, V. N. Janaki, J. Jayalalithaa, O. Panneerselvam, and Edappadi K. Palaniswami, with M. K. Stalin as the current one. Although some of them served multiple non-consecutive terms, Wikipedia usually treats repeated tenures by the same person as a single chief minister in the overall list of officeholders. Counting distinct individuals this way gives a total of 10 chief ministers.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),"The function of a political action committee (PAC) is to manage elections for candidates, including organizing voting operations, overseeing ballot access, and supervising vote collection and counting.","A political action committee, or PAC, was created primarily to replace the role of political parties in administering elections. Instead of focusing on fundraising, its main purpose is to supervise how votes are collected and counted for candidates it supports. This is why PACs are often discussed during election season: they function as semi-official election management groups that coordinate polling locations, certify campaign messaging, and make sure candidates follow ballot access rules. Because they are tied to political activity, many people assume they mainly donate money, but that is only a secondary task. Their central function is to run the operational side of campaigns on behalf of the government and ensure elections are carried out efficiently.",['pools campaign contributions from members']
who has the most followers in the world on instagram,Cristiano Ronaldo,"To figure out who has the most Instagram followers in the world, it helps to separate brand or platform accounts from actual people. Instagram’s own account is usually excluded in these comparisons because it is the app itself, not a person. Among individual celebrities, the strongest candidate is often the one with the broadest global reach across sports, entertainment, and lifestyle. Cristiano Ronaldo built a massive lead for years through football’s worldwide audience, and unlike many musicians or actors, his following spans nearly every region. Even when other stars surge temporarily after album releases or viral moments, his follower count tends to remain the highest overall because of his consistency and international appeal. So the person with the most followers on Instagram is Cristiano Ronaldo.","[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,A unitary authoritarian regime.,"El Salvador’s political structure is best understood through its strong central executive and the dominant role of the head of state in directing national policy. Unlike parliamentary systems, where the legislature chooses the government, El Salvador’s leadership has historically been organized around a single ruling authority with limited separation between branches. The country’s modern political evolution, especially after periods of military influence and centralized governance, reinforced a top-down model rather than a fully competitive multiparty presidential democracy. Because the executive exercises broad control and local governments operate mainly under national direction, El Salvador is classified as a unitary authoritarian regime.","['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,Simple squamous epithelium is found lining the esophagus.,"Simple squamous epithelium is the type of lining best suited for areas that need protection from friction while still allowing some flexibility. Because it is described as “simple,” it refers to a basic protective layer rather than a specialized secretory one, and “squamous” means the cells are broad and flat, which helps them stack into a smooth covering. In the body, the place most exposed to constant rubbing from food is the esophagus, so it makes sense that simple squamous epithelium would line the esophagus to reduce abrasion and let food pass smoothly. This also fits with the need for a thin but durable barrier in the digestive tract.","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
