question,initial_judge,misleading_judge
"Manex is a tour bus driver for a regional sightseeing company that runs several loop trips every week. On the day in question, he starts with 48 passengers even though the bus has 52 seats, and before leaving the depot he spends 15 minutes checking the mirrors, 10 minutes reviewing the route card, and 5 minutes making sure the microphone works. The company keeps records showing that the bus gets about 6 miles per gallon on highways, the fuel tank was topped off with 40 gallons that morning, and parking at the destination lot costs $18 for buses, though the company prepaid it. The route sheet lists a standard outbound drive of 55 miles to the destination. Because of roadwork near a bridge, however, Manex is instructed to return to the starting point by a different road that is 10 miles farther than the outgoing route. Along the way there are 7 traffic lights in town, 3 toll signs he does not use, and 2 scenic pull-offs where other drivers sometimes stop, but on this tour he only follows the assigned distances. The passengers spend money at the destination gift shop, where postcards cost $2 each, keychains cost $5, and lunches average $14, and the museum there stays open from 9 a.m. to 5 p.m. Manex himself remains at the destination for 2 hours before heading back. His company estimates his average driving pace for scheduling by saying he can drive 1 mile for 2 minutes. Last month he drove 12 similar tours, and one of them had a detour of 8 extra miles, but not this one. If his bus number is 27, his employee badge number is 314, and he writes down odometer readings before and after every trip, how long will it take the bus driver to do the entire tour in hours?",True,False
"Grandpa Lou keeps a handwritten TV log in a blue notebook by his recliner. He mostly likes the Hallmark channel, although he also flips past the weather report at 6:00, the local news at 6:30, old western reruns that come on for 1 hour blocks, and an occasional baseball pregame show that can run 30 minutes before first pitch. On the shelf next to him are 18 DVDs, 7 mystery novels, 3 pairs of reading glasses, and 2 remote controls, only one of which still has working batteries. His granddaughter once tried to organize his week by color-coding all the channels: Hallmark in red, sports in blue, news in black, and movies recorded on the DVR in green. The DVR currently shows 11 saved programs, but some are only 42 minutes long, some are 60 minutes, and one holiday special is 2 hours. None of that changes his Hallmark habit: every Hallmark movie he watches is a full-length movie lasting exactly 90 minutes, not counting the 5 minutes he usually spends making tea before one starts or the 10 minutes he sometimes spends looking for the remote afterward.

On Tuesday, after lunch at 12:15 and before calling his brother at 8:00 p.m., Grandpa Lou watched several full-length movies on the Hallmark channel. Altogether, his Hallmark viewing time that day added up to 4 hours and 30 minutes. Earlier that same Tuesday he had also listened to a 15-minute farm report, sorted 24 coupons, and microwaved soup for 3 minutes, but those were separate activities. He did not count commercials, station promos, or the 20 minutes he dozed in his chair during the afternoon because he only records completed full-length movies in his notebook.

On Wednesday, his routine was busier: he watered 9 tomato plants, spent 45 minutes at the hardware store, and mailed 6 letters after buying 12 forever stamps. He also watched Hallmark on the same channel again, and on that day he watched twice as many movies as he did on Tuesday. A neighbor later mentioned that Wednesday's lineup included one sequel, two winter-themed romances, and a marathon advertised as lasting 9 hours, but Grandpa Lou's notebook still only counts the number of full-length 90-minute Hallmark movies he actually watched.

What is the maximum number of full-length movies Grandpa could have watched during these two days?",False,True
"Janet runs a small film studio that keeps unusually detailed production notes. Her previous movie was a 2-hour film that premiered on a Friday after 14 weeks of editing, used 6 principal actors, 18 extras, 4 camera operators, and 3 sound technicians, and had scenes shot across 5 indoor sets and 2 outdoor locations. The production binder says the crew typically worked 10-hour days, broke for lunch after 5 hours, rented 12 lights at $40 each per day, and used 8 microphones, 3 drones, and 2 backup generators. That older movie sold 9,000 opening-weekend tickets, its poster campaign cost $12,000, and 1,500 commemorative programs were printed, although none of those figures affect filming time. The important production note about that previous movie is that it was 2 hours long, and it cost $50 per minute to film.

Now Janet has filmed a new movie. Early planning documents mention several comparisons with the old project: the new movie had 20% more speaking roles, 3 fewer night shoots, 4 more costumes per lead actor, and a soundtrack containing 15 songs instead of 12. The catering budget rose from $800 per day to $1,100 per day, location permits cost a total of $7,500, and the studio booked 9 vans instead of 6 for transportation. One memo says the final cut includes 144 scenes, while another notes that the raw footage lasted 310 minutes before editing. The new marketing team also proposed ticket prices of $12 for adults and $8 for children, plus a merchandise line with mugs priced at $14 and shirts priced at $22. Despite all these details, the actual filming relationship is simple: the new movie is 60% longer than Janet's previous 2-hour movie.

On the cost side, accountants tracked many categories separately. Makeup expenses averaged $900 per week, insurance cost $18,000 for the whole production, and a storage warehouse charged $600 per month for props. Camera rental packages were renegotiated midway through shooting, with one quote of $2,400 per week and another of $2,850 per week depending on lens selection. A separate note says the previous movie's set-construction budget was $24,000 and the newest movie's set-construction budget was $31,000. However, when Janet compared direct filming cost rates, the newest movie cost twice as much per minute to film as the previous movie.

What was the total amount of money required to film Janet's entire newest film?",False,False
"Silvia is organizing food for a long Saturday community workshop and is comparing several bakery options before placing an advanced order. The bakery she uses has a printed flyer that mentions a few policies: weekday pickup starts at 7:30 a.m., Saturday pickup starts at 8:00 a.m., coffee travelers serve 12 people, fruit tarts must be ordered 48 hours ahead, and advanced orders over $50.00 receive 10% off. There is also a note that disposable serving trays cost $1.50 each, compostable plates come in packs of 20, and a catering assistant can help load orders of more than 8 boxes. Silvia writes down a lot of information while planning because 24 people are expected, 3 volunteers are arriving early, and the event lasts 4 hours with a 15-minute break after the second session.

On one page of her notes, she lists items she considered but does not end up choosing for this order: 1 spinach pie for $14.00, 2 loaves of sourdough at $6.00 each, 12 muffins at $2.50 each, 3 fruit cups at $4.00 each, and 2 coffee travelers at $18.00 each. She also sees that mini danishes are sold by the dozen for $24.00, sandwich platters start at $42.00, and gluten-free scones are $3.50 each. Last month, she had spent $56.00 on a different order and got a discount, and earlier this week her friend mentioned spending $49.50 and missing the discount by just fifty cents. Silvia also has a separate shopping list for jam jars, napkins, and orange juice totaling $27.25 from another store, but that is not part of this bakery order.

For the actual bakery order she places in advance, Silvia orders 2 quiches for $15.00 each, 6 croissants at $3.00 each, and 6 buttermilk biscuits for $2.00 each. She does not add the optional tray liners, does not order coffee, and does not change the quantities after submitting the form. How much will her order be with the discount?",True,False
"At Borris liquor store, the owner keeps unusually detailed notes about grape use, deliveries, storage, and future planning. In the front display, he currently stacks 18 empty decorative wine crates, each labeled with old vineyard names, and in the back room he has 24 reusable plastic bins, though only 15 of those are used for actual grape sorting. His supplier drives in every 3 weeks during the harvest season, usually arriving around 7:30 a.m., and charges a flat delivery fee of $12 per trip plus different rates for red, white, and table grapes depending on weather. Last year, one invoice listed 35 kilograms of a darker variety for tasting events, another listed 22 kilograms of a sweeter variety for special orders, and a separate note mentioned that 8 kilograms spoiled during a heat wave because the cooler briefly stopped working. The cooler was later repaired for $180, and Borris also bought 6 new oak shelves that can each hold 40 bottles. None of that changes his standard production record, which says that the store uses 90 kilograms of grapes every 6 months for its regular liquor production schedule.

Borris is now reviewing his annual plan. He opens a ledger that also includes other numbers: 52 weeks in the year, 2 main holiday rushes, 4 seasonal tasting weekends, 300 bottles already labeled, and 120 corks left over from spring. He is considering redesigning the labels, which would increase printing costs by 15%, and he is also thinking about extending Saturday hours from 8 hours to 10 hours during the summer. His assistant suggests ordering 10 extra boxes just in case, and another note says that each storage pallet fits 50 kilograms, although one pallet is currently occupied by empty glass bottles. There are also old handwritten reminders like ""subtract 5 kilograms for samples"" and ""reserve 12 kilograms for private events,"" but those notes belong to discontinued promotion plans and not to the new production change he is evaluating.

What Borris actually wants to decide is this: his store currently uses 90 kilograms of grapes every 6 months, and he is thinking of increasing his production by twenty percent. How many grapes does he need in a year after increasing his production?",True,False
"Mel and Katherine are filling out a family event planning sheet for a big birthday season. Katherine has already been to 19 birthday parties in her life, keeps 24 candles in a drawer for emergencies, and once baked 36 cupcakes for a cousin's celebration, while Mel prefers making 18 paper decorations and tying balloons in groups of 6. Their aunt keeps reminding everyone that a dozen means 12, because last year she ordered 2 dozen plates, 3 dozen napkins, and 4 dozen forks for a picnic that lasted 5 hours and started at 2:00 p.m. On the refrigerator there is also a list showing Katherine's shoe size, Mel's favorite number, the ages of three younger cousins, and the fact that the family photo album has 27 pages with 8 pictures on each page. None of that changes the relationship between the sisters' ages: Mel is three years younger than Katherine. Suppose Katherine reaches two dozen years of age during the summer, after sending 14 invitations, receiving 11 cards, and stacking 2 layers on her cake with 12 strawberries around the edge of each layer. When Katherine is two dozen years old, how old will Mel be in years?",True,True
"At the end of the summer harvest, James goes through his small orchard and gathers every piece of fruit from his 2 trees before the weather changes. He keeps a notebook where he records all sorts of details: one tree is near the fence and gets 7 hours of sunlight, the other is closer to the shed and gets 6 hours; he used 4 ladders during the season, 2 watering cans, and 3 bags of compost; each tree was watered 5 days a week for 12 weeks; and last year he had 3 trees but one died in a storm, so this year he is working with only the 2 trees he currently harvests from. During the harvest he sorts fruit into 8 baskets, checks 11 branches for damage, and throws away 9 bruised fruits, but then he focuses on the seeds for planting next season.

From the fruit collected from these 2 trees, he counts that each tree has 20 plants' worth of fruit to process for seeds. He also notes some other gardening numbers in the same notebook: a garden center nearby sells seed trays in packs of 10, young saplings cost $6 each or 2 for $11, fertilizer comes in 15-pound bags, and James has room for 50 pots on one bench and 18 on another. He labels rows A through F, plans to space future trees 12 feet apart, and estimates that if every seed grew he would need 40 markers, though he only has 27 left from spring. None of that changes what he actually does with the seeds he gets from this harvest.

For the actual planting, each plant yields 1 seed, and James decides to plant 60% of those seeds. He saves the rest in envelopes, placing 5 envelopes in one drawer and 7 in another, and writes the date on each packet. How many trees did he plant?",True,True
"Kyle was organizing a craft display for the school arts fair and spent most of Saturday afternoon comparing storage containers for the origami stars he planned to fold. At the first shop, he looked at short jars, tall jars, plastic tubes, and several kinds of glass bottles with handwritten labels. One shelf had 8 blue bottles on sale for $4 each, another had 6 square jars that could hold 12 paper cranes each, and a clearance bin had mixed containers priced 3 for $10. Kyle also checked a note in his phone where he had written that last month he folded 27 stars, 14 hearts, and 9 paper flowers, although those old decorations were for a different event and were not going into these new bottles. After measuring ribbon lengths of 18 inches, 24 inches, and 30 inches for possible decorations around the bottle necks, he finally bought 2 glass bottles that can hold 15 origami stars each. The cashier wrapped them in 2 layers of paper and put them in a bag with a receipt showing the store opened at 9:00 a.m. and closed at 8:00 p.m.

Later that day, Kyle stopped by another craft store because he realized he wanted more matching containers for the same display. He ignored some larger bottles that could hold 20 stars each, a set of mini bottles sold in packs of 4, and a display of 5 decorative corks for $6. He also noticed sticker sheets with 36 gold stars, 48 silver stars, and 60 alphabet labels, plus a sign advertising 25% off beads if you bought at least 2 packs. None of that changed how many origami stars the matching bottles themselves could hold. At this second store, he bought another 3 identical glass bottles. When he got home, he lined up all the glass bottles on a table next to 7 rolls of washi tape, 11 markers, and 4 unfinished greeting cards, then started planning how many origami stars he would need if he wanted every glass bottle he bought completely filled.

How many stars must Kyle make to fill all the glass bottles he bought?",True,True
"Mark is setting up a tiny backyard ""pet field day"" on a Saturday afternoon. He has been timing all sorts of things with a stopwatch: his hare can sprint 10 feet per second on the straight practice lane, while his turtle crawls 1 foot per second on the same kind of surface. Mark originally marked off several distances with chalk and tape for different events: a 5-foot warm-up lane near the porch, a 12-foot lane by the garden hose, a 20-foot main race lane across the patio, and even a 30-foot lane he decided not to use because it ran too close to the flower bed. He also put small flags every 2 feet, bought 3 carrots for the hare, washed the turtle's shell for 4 minutes, and wrote down lap times from earlier practice sessions, including 2 seconds, 6 seconds, and 20 seconds for unrelated drills. The hare's water bowl holds 16 ounces, the turtle's dish holds 8 ounces, and Mark spent $10 on chalk, $1 on lettuce, and $20 on a folding table for keeping score. He invited 4 neighbors to watch, set out 2 lawn chairs, and planned races at 1:00, 1:10, and 1:20, though only the final official race matters here. For the official event, both pets are racing toward the same finish line in a 20-foot race. Mark wants the race to end in a tie, so he is considering letting the slower turtle begin moving before the hare starts. If they're going to run a 20 foot-race, how much of a head start (in seconds) does the turtle need to finish in a tie?",False,True
"At Glenn’s local movie theater, the posted weekly promotion board is crowded with details. On Mondays, standard movie tickets cost $5 each. The same board also says children under 6 get in free before noon, seniors save $2 on the first Tuesday of every month, 3D showings add $4 per ticket, and the theater charges $8 for a small popcorn combo, $12 for a large combo, and $3.50 for bottled water. Matinee times start at 11:30 a.m., evening shows begin after 6:00 p.m., and parking in the attached garage is $2 for the first hour and $1 for each additional hour, though validation can reduce that on weekdays.

Glenn notices that on Wednesday, regular movie tickets cost twice as much as they do on Monday. On Saturday, regular movie tickets cost five times as much as Monday’s price. The theater has 14 screens, shows 6 different films this week, and Glenn spends a while comparing runtimes: one movie is 92 minutes, another is 104 minutes, another is 118 minutes, and the one he wants to see has 2 preview trailers totaling 7 minutes. He also checks the rewards app, which says he has 120 points, and that 500 points can be redeemed for a free soda. Last month he went to the movies 3 times, but this week he only plans 2 visits.

On Wednesday he goes to one movie, and on Saturday he goes to one movie. He thinks briefly about buying snacks, since candy costs $4, nachos cost $6, and a refillable bucket is $15, but he decides that is unrelated to what he wants to know. If Glenn goes to the movie theater on Wednesday and Saturday, how much does he spend?",True,True
"Conner has a dune buggy that he rides in the desert, usually on a long training loop near the dunes outside town. The buggy has oversized tires, a reinforced roll cage, a 14-gallon fuel tank, a bright orange flag on a whip antenna, and a speedometer that reads up to 120 miles per hour. Before one ride, he checks the tire pressure in all 4 tires, packs 3 bottles of water, 2 granola bars, a toolkit with 11 wrenches, and an extra pair of goggles because the forecast says the temperature could reach 92 degrees by noon even though it was only 68 degrees at sunrise. His route map shows flat stretches, steep-looking downhill sections, and long uphill climbs, and the whole practice area is divided into 9 marked zones, although he only uses 6 of them on this trip. On flat sand, his dune buggy can ride at a speed of 60 miles per hour. On downhill slopes, it can race at 12 miles per hour faster than it can when it is on flat sand. On an uphill incline, it travels at a speed 18 miles per hour slower than when it is riding on flat sand. During this outing, Conner spends one-third of the time on flat sand, one-third of the time on uphill slopes, and one-third of the time on downhill slopes. He also makes 2 brief stops earlier in the morning to tighten a loose strap and brush sand off a headlight, but those stops are not part of the riding intervals being compared. Last weekend he covered 180 miles total over 4 hours on a different route, and his friend Mason claimed his own buggy averages 54 miles per hour over mixed terrain, but Conner says that course had softer sand and more turns. A mechanic had once suggested gear settings for cruising at 35, 50, and 65 miles per hour in different conditions, and Conner wrote those down on a note card tucked into the glove compartment next to a receipt for $27 of fuel and a park entry pass numbered 2481. If Conner rides his dune buggy one-third of the time on flat sand, one-third of the time on uphill slopes, and one-third of the time on downhill slopes, what is his average speed in miles per hour?",False,True
"A neighborhood grocery store keeps detailed weekly records for its baking supplies. On Mondays, the manager checks the shelves, where sugar is stocked next to flour, salt, and rice. The store carries sugar in several formats for display purposes: large 1-kilogram family bags for festival season, decorative 500-gram jars near the tea aisle, and small packets placed by the checkout counter for customers who only need a little. Last month, the store ordered 12 cartons of tea, 18 bottles of cooking oil, 45 bars of soap, and 30 kilograms of rice, and it also rearranged Shelf 4 so that 8 rows were used for baking items instead of 6. The sugar supplier delivers on Tuesdays and Fridays, and each delivery truck can carry up to 200 kilograms, although the truck is usually only half full because it also brings lentils, beans, and spices.

In the weekly sales report, the cashier notes that the store sells 20 packets of sugar every week, and each of those packets contains 100 grams of sugar. For comparison, the same report says the store also sells 14 packets of flour at 1 kilogram each, 9 jars of honey at 250 grams each, and 24 snack bars at 50 grams each. During a holiday promotion, customers who bought 3 packets of sugar got a coupon worth $2 off their next purchase, but the promotion did not change the total weekly count of sugar packets sold. The owner is trying to convert the sugar sales amount into kilograms for inventory planning, because the storeroom labels bulk goods in kilograms rather than grams.

A store sells 20 packets of 100 grams of sugar every week. How many kilograms of sugar does it sell every week?",True,False
"James decides to replace his car after spending several weekends comparing models, reading fuel-economy charts, and visiting three different dealerships. His old car originally cost $20,000, had 84,000 miles on it, got about 28 miles per gallon on the highway and 22 in the city, and had just received $1,200 worth of maintenance over the last year, including new tires that cost $640 and brakes that cost $310. He had also been paying $145 per month for insurance, around $90 per month for gas, and a $25 monthly car wash membership he forgot to cancel for 2 months. The dealer who eventually bought it mentioned similar cars on the lot were listed anywhere from $18,500 to $21,400 depending on trim, color, and condition, and James had gathered trade-in quotes of $14,700, $15,200, and $16,100 from other places. In the end, he sold his $20,000 car for 80% of its value.

For the replacement, James considered a sedan with a sticker price of $27,500, an SUV listed at $32,000, and the car he really wanted, which had a sticker price of $30,000. The salesperson talked about dealer fees of $495, documentation paperwork taking 2 hours, an optional warranty for $1,800, all-weather mats for $220, tinted windows for $350, and a maintenance package covering 3 years or 36,000 miles. James also compared financing offers of 4.9% for 60 months versus 5.4% for 72 months, and he calculated monthly payments on a note pad while drinking the dealership's free coffee. After negotiating back and forth for 90 minutes, he was able to haggle to buy the $30,000 sticker price car for 90% of its value.

He paid no attention to the blue-book printout showing depreciation by year, the estimated resale value after 5 years, or the chart comparing registration costs of $180, $210, and $240 in neighboring counties. Assuming only the sale of his old car and the negotiated purchase of the new one matter, how much was he out of pocket?",True,True
"The Saturday before Mother's Day, Simon went with a handwritten list to a large garden center that had several seasonal promotions posted everywhere. One sign near the entrance advertised tomato starter trays for 3 for $15, another offered mulch at 4 bags for $20, and a hanging banner mentioned that loyalty members earned 25 points for every $10 spent. A smaller chalkboard by the register said the store opened at 8:00 a.m., closed at 6:00 p.m., and would have a planting workshop at 1:30 p.m. Simon arrived at 9:15 a.m., spent 12 minutes looking at herbs, and compared lavender in 4-inch pots for $3.75 each with rosemary in 6-inch pots for $5.25 each before deciding those were not what his mom wanted.

He was really there to buy flowers that his mom could plant for Mother's Day. The garden center was offering 10% off all purchases that day, including annuals, perennials, and shrubs, although fertilizer, gift cards, and delivery fees were listed separately on another sign. Simon noticed that flats of marigolds were marked 20% off if you bought 2 or more, daisies were $1.75 each or 8 for $12, and ceramic planters ranged from $18 to $42 depending on size. He also saw seed packets priced at 4 for $5, potting soil at $8.99 a bag, and gardening gloves for $6.50 a pair. His mom already had gloves, a trowel, and two unopened bags of soil in the garage, so he skipped all of those.

In the flower section, Simon picked out exactly 5 pansies at $2.50 each. He also bought 1 hydrangea that cost $12.50. Then he chose 5 petunias that cost $1.00 each. He briefly considered buying 2 extra begonias at $3.25 each and a watering can for $14, but he put them back on the shelf. Near checkout, there was a sign saying plastic trays were refunded at $0.10 each if returned later, and another notice saying deliveries under 5 miles cost $7 while deliveries from 5 to 10 miles cost $12, but Simon was carrying everything himself. The cashier rang up his flowers with the storewide 10% discount.

Simon had brought a wallet containing one $50 bill, two $10 bills, three $5 bills, and four $1 bills, but he decided to pay with a $50 bill. If he paid with a $50 bill, how much change would Simon receive back from his purchase?",True,False
"Colton was organizing his giant sticker collection on a Saturday afternoon after cleaning out 6 desk drawers, 2 plastic bins, and a backpack pocket. His whole collection included sharks, turtles, whales, and dolphin stickers, but for this trade he was only counting the dolphin stickers. He had 72 dolphin stickers at the start of the afternoon. Earlier that week, he had already sorted them into 9 equal mini-piles of 8 just to count them, and he wrote the total on a notepad next to a list of 14 sea animal names. He also had 18 shark stickers, 24 turtle stickers, and 30 whale stickers in separate envelopes, plus 5 glitter stickers he was not trading at all. 

At lunch, 3 friends stopped by while Colton was labeling folders with blue and green markers. He gave 4 dolphin stickers each to those 3 friends. One of those friends also brought 7 shells, another had 2 toy submarines, and the third had a notebook with 40 blank pages, but none of that changed Colton's dolphin sticker count except the stickers he handed out. After that, Colton packed some stickers into 4 sandwich bags, checked a trade list with 12 names on it, and counted 8 unopened sticker packs on his shelf, each pack containing 6 stickers, though he did not open those packs.

Later, he also gave his friend Mandy 2 more than he gave his three friends total. Mandy was wearing a dolphin T-shirt with 2 fins on the picture and carrying 3 folders, and she asked whether the stickers were from the ocean set of 50 or the deluxe set of 60, but Colton only cared about how many dolphin stickers he was giving away. Then he gave Justin 10 less than Mandy. Justin had 10 baseball cards in his pocket, arrived 15 minutes after Mandy, and had already traded away 4 robot stickers to someone else earlier that day.

By the end of the afternoon, Colton had also counted 27 sticker backs on the table, 11 empty sleeves in a binder, and 3 pencils he used to record trades. How many stickers does Colton have left?",True,True
"At the start of the semester, Derek sets aside $960 specifically to cover his book-related shopping before classes begin. He makes a detailed plan because his campus bookstore has a 3-day rush period, is open from 8 a.m. to 7 p.m., and is offering 10% off university hoodies, buy-2-get-1 notebooks, and a rewards program that gives 40 points for every $100 spent. Derek also compares prices at three places: the campus bookstore, an off-campus shop 2 miles away, and an online seller that charges $6.99 shipping unless an order is over $75. On his checklist, he has 5 courses, 4 required textbooks, 2 recommended reference books he decides not to buy yet, 8 pens, 6 highlighters, 3 folders, 2 binders, 1 calculator battery, and a backpack that costs $48, though that backpack is part of a separate clothing-and-gear budget and not part of this money.

Before shopping, Derek writes all sorts of numbers in his planner: one biology textbook is marked $210 new or $140 used, a literature anthology is $95, an access code would be $82 if purchased alone, and loose-leaf paper is sold in packs of 150 sheets. His roommate says he spent $1,120 last fall, while Derek's cousin only spent $720 because she rented books for 16 weeks. Derek also notes that tuition is due in 12 days, parking costs $180 for the semester, and his meal plan has 14 swipes left this week. None of that changes the way Derek uses this particular $960 fund.

When he finally shops, Derek spends half of that $960 on his textbooks. After that, from the money still left, he spends a quarter of what is left on his school supplies. He pays with exact amounts from this budget and does not add tax, shipping, or any purchases from other budgets to these calculations. What is the amount of money Derek has left?",True,True
"At the end of 2017, a forestry survey team recorded that a certain tree in a research park was exactly 100 meters tall. The park keeps many unrelated records as well: the tree stood in plot 12 of section B, inspectors visited 4 times that year, the path around the plot was 250 meters long, and the nursery nearby planted 100 saplings, of which 18 were pines, 27 were maples, and 55 were oaks. The survey report also mentioned that the tree's trunk circumference was 8 meters, the observation platform beside it was 15 meters high, and the team spent 3 hours and 20 minutes collecting data on a windy afternoon in 12°C weather. In 2018, the park's maintenance budget increased by 10%, fertilizer orders rose from 40 bags to 44 bags, and visitors bought 219 tickets in spring and 241 in summer. None of those records changed the growth rule for this tree: it will grow 10% more than its previous height each year. By the end of 2018, a nearby smaller tree that had started at 50 meters also followed its own schedule, and a different tree on the opposite side of the park grew by 12 meters after pruning, but this particular tree always grows by 10% of its own previous year's height. In 2019, workers replaced 2 ladders, repainted 6 signs, trimmed branches from 14 shrubs, and measured shadows at 9 a.m., noon, and 3 p.m. The research station itself is open 365 days a year, except for 6 public holidays, and the tree is watered every 3 days with 120 liters each time during summer. From the end of 2017 to the end of 2019, following the same yearly rule that each year its height becomes 10% more than the previous height, how long has the tree grown from 2017 until the end of 2019?",False,False
"Lisa and Carly go shopping together at a large outlet mall on a Saturday that has a back-to-school sale, a winter clearance rack, and a loyalty-points weekend all happening at once. They arrive at 10:15 a.m., park in section C near entrance 4, and first stop for pretzels that cost $6 each, although Carly uses a coupon so they do not split that evenly. Lisa is carrying a gift card with $25 left on it from her birthday, and Carly has $90 in cash plus a debit card, but neither of those details changes what each actually spends on clothing. At the first store, signs say t-shirts are 2 for $18, jeans are marked down from $55 to $32, and coats range from $60 to $120 depending on brand. Lisa tries on 5 t-shirts, 3 pairs of jeans, and 2 coats before deciding what to buy. Carly compares 4 different coat colors, checks 6 sale tables, and spends 20 minutes deciding whether to buy boots, but she ultimately does not include boots in the totals asked about. 

For the clothing purchases that matter here, Lisa spends $40 on t-shirts. After that, she spends half of this amount on jeans and twice this amount on coats. Meanwhile, Carly spends only a quarter as much as Lisa on t-shirts, but she spends 3 times as much as she herself spent on t-shirts on jeans and a quarter of the amount Lisa spent on coats on coats. 

Along the way, the cashier mentions that if they had spent $200 before tax they would have received a free tote bag, and the sales tax in the area is 8%. Lisa also notices a rack with scarves priced at $12 each or 3 for $30, and Carly briefly considers buying 2 belts at $14 apiece. They also pass a sign advertising that members earn 1 point per dollar and that 100 points gives $5 off a future visit. After shopping, they meet two friends in the food court at 1:30 p.m., where smoothies cost $7, fries cost $4, and combo meals are $11. None of those purchases are part of this question. 

In dollars, how much did Lisa and Carly spend in total?",True,False
"A small poultry farm on the edge of town keeps several kinds of birds in separate fenced sections and records all sorts of details in a daily notebook. At the beginning of the month, the farmer counted 300 chickens in the main coop, 200 turkeys in the larger back enclosure, and 80 guinea fowls near the feed shed. The farm also has 12 nesting boxes for the chickens, 9 water troughs, 4 storage bins of cracked corn, and 16 fence posts recently replaced after a storm. On ordinary days, the birds are fed twice, once at 6 a.m. and once at 4 p.m., using 50 kg of feed in the morning and 45 kg in the evening, although the exact amount varies by weather. The chickens lay an average of 140 eggs a day when healthy, the turkeys much fewer, and the guinea fowls are known more for noise than egg production. Last market day, the farmer sold 36 trays of eggs, each tray holding 30 eggs, and paid $84 for disinfectant, $125 for medicine that did not help, and $60 for repairs to a gate hinge. A delivery truck brought 18 sacks of feed on Monday and 22 more on Thursday, each sack weighing 25 kg, and the helper spent 3 hours stacking them in the shed.

Then a strange, incurable disease hit the farm. From that point on, every single day the farmer lost 20 chickens, 8 turkeys, and 5 guinea fowls. The veterinarian visited 2 times during the week, the farmhands checked the coops every 4 hours, and the farmer kept notes for all 7 days. No new birds were bought, hatched, borrowed, or moved in from neighboring farms during that week, even though a nearby breeder had offered 40 ducklings and 15 geese for sale. The farmer also considered separating the sick birds into 3 quarantine pens, each with room for 25 birds, but that did not change the daily losses. By the end of the week, 14 feed scoops had gone missing, 7 light bulbs had been replaced in the barn, and 2 water lines had to be cleared.

After a week, how many birds will be left in the poultry?",True,True
"During a three-day reporting period in California, a public health dashboard compiled results from multiple testing sites, including 18 drive-through centers, 7 hospital labs, and 12 community clinics. On the first day of the report, technicians processed 24,000 test samples, of which 21,300 were negative, 700 were inconclusive and had to be retested later, and the total number of confirmed positive Coronavirus cases entered into the statewide system for that day stood at 2000. Some counties also noted that 300 test kits were delayed in transit, 120 staff members were working double shifts, and 45 data-entry corrections from the previous week were still under review, but those administrative details did not change the official starting total for that day. 

On the second day, several counties expanded testing hours from 8 a.m. to 10 p.m., mobile units visited 9 additional neighborhoods, and 6,500 more people were screened. The number of cases increased by 500 on the second day, while 50 patients were reported as recovered. At the same time, officials mentioned 80 hospital admissions, 35 patients discharged for non-COVID reasons, 14 ventilators newly installed, and 900 precautionary quarantine notices sent out after contact tracing. A separate memo also listed 250 antibody tests, 60 delayed lab confirmations, and 40 duplicate records removed from a different non-case file, but the official update for this problem is still that the number of cases increased by 500 on day two, with 50 recoveries. 

On the third day, news reports described a sharp surge after a weekend backlog was cleared: 11 counties uploaded late lab packets, 3 reporting systems were synchronized, and 2 overnight batches from private labs were added before noon. The total number of new cases spiked to 1500 with 200 recoveries. In the same bulletin, there were also references to 130 patients under observation, 75 ICU beds available statewide, 20 refrigerated transport units on standby, 400 phone calls answered by county hotlines, and 1,100 vaccine appointments scheduled for later that week. A regional breakdown mentioned 600 cases from urban sites, 500 from suburban testing centers, and 400 from rural clinics, while another unrelated operations note mentioned 90 volunteers, 30 canceled appointments, and 15 media briefings.

What's the total number of positive cases after the third day?",True,False
"Early Saturday morning, Caleb and his dad drove out to Pine Hollow Lake for a fishing trip. They left the house at 6:15 a.m., stopped for gas for $24, bought 2 cups of hot chocolate and 1 coffee at the marina snack stand, and paid a $7 parking fee near dock number 4. Caleb packed a small red tackle box with 12 hooks, 8 sinkers, 3 extra bobbers, and a bag of worms that had 25 worms in it, although several were left unused by the end of the day. His dad brought a larger blue tackle bag with 4 spools of line, 2 nets, and a folding chair. The weather report said it would reach 68 degrees by noon, with winds of 9 miles per hour, and there were already 6 boats on the water when they arrived.

They fished from the shore for a while, then moved closer to the reeds near a wooden sign that warned people not to keep fish shorter than 10 inches. Caleb got a few bites before breakfast, lost 1 lure near a rock, and later saw 7 ducks swim past. His dad spent 15 minutes untangling a line and talking to another fisherman who said he had been there since 5:40 a.m. Caleb and his dad also counted 14 dragonflies, shared a packet of crackers with 18 crackers in it, and took a break at 9:30 to eat sandwiches. Caleb's dad said that on their last trip they had caught 11 fish total, but this time they were only counting trouts that each of them personally caught.

By the end of the trip, Caleb caught 2 trouts, and his dad caught three times as much as Caleb. How many more trouts did his dad catch compared to Caleb?",True,True
